Entry	AlphaFoldDB	PDB	Ensembl	EnsemblBacteria	EnsemblFungi	EnsemblProtists
A8MW92	A8MW92;	2EQM;2EQU;2JTF;6L0X;6L10;6L1C;6L1F;6L1I;6L1P;	ENST00000337920.8 [A8MW92-2];ENST00000395386.7 [A8MW92-1];ENST00000622263.4 [A8MW92-1];			
A8MW95	A8MW95;	5K7B;5K9L;8GT9;8GU7;	ENST00000419583.2;			
A8MW99	A8MW99;		ENST00000602452.3;ENST00000649759.1;ENST00000684080.1;			
A8MXD5	A8MXD5;		ENST00000399770.3;			
A8MXV4	A8MXV4;		ENST00000397061.4;			
A8MYU2	A8MYU2;	4HPF;	ENST00000399881.8;			
A8MZ59	A8MZ59;		ENST00000396841.4 [A8MZ59-1];ENST00000629267.1 [A8MZ59-1];ENST00000638280.2 [A8MZ59-2];ENST00000640845.1 [A8MZ59-2];			
A8TX70	A8TX70;		ENST00000312481.11 [A8TX70-1];ENST00000512836.6 [A8TX70-2];			
A9CB80	A9CB80;					
A9QM74	A9QM74;		ENST00000327442.7;ENST00000640158.1;ENST00000681060.1;			
A9UGY9	A9UGY9;					
A9UHW6	A9UHW6;		ENST00000245551.9 [A9UHW6-2];ENST00000325102.13 [A9UHW6-1];ENST00000577542.5 [A9UHW6-3];ENST00000579194.6 [A9UHW6-3];ENST00000579297.5 [A9UHW6-3];ENST00000618645.5 [A9UHW6-1];			
A9YTQ3	A9YTQ3;	5Y7Y;				
B0I1T2	B0I1T2;		ENST00000258787.12 [B0I1T2-1];			
B0L3A2	B0L3A2;					
B0LPE5	B0LPE5;					
B0YJ81	B0YJ81;		ENST00000361271.8 [B0YJ81-1];			
B1AK53	B1AK53;		ENST00000461727.6 [B1AK53-2];ENST00000645284.1 [B1AK53-1];			
B2R5W3	B2R5W3;					
B2R6Q2	B2R6Q2;					
B2R6Z3	B2R6Z3;					
B2R761	B2R761;					
B2R812	B2R812;					
B2R9L7	B2R9L7;					
B2RA25	B2RA25;					
B2RAP9	B2RAP9;					
B2RBJ5	B2RBJ5;					
B2RC06	B2RC06;					
B2RC52	B2RC52;					
B2RCU6	B2RCU6;					
B2RDY3	B2RDY3;					
B2RTY4	B2RTY4;		ENST00000356056.10 [B2RTY4-1];			
B2RUY7	B2RUY7;		ENST00000312504.10 [B2RUY7-1];			
B2RUZ4	B2RUZ4;		ENST00000444870.7;ENST00000642557.4;			
B2RWN8						
B2RWP8						
B2RXF5	B2RXF5;		ENST00000342537.8;ENST00000555360.1;			
B2RXH2	B2RXH2;	2W2I;	ENST00000450979.2;			
B3KN25	B3KN25;					
B3KP51	B3KP51;					
B3KP56	B3KP56;					
B3KQM3	B3KQM3;					
B3KRC6	B3KRC6;					
B3KU38	B3KU38;		ENST00000476809.7 [B3KU38-2];ENST00000485419.7 [B3KU38-1];			
B3KUK7	B3KUK7;					
B3KWH9	B3KWH9;					
B4DDM0	B4DDM0;					
B4DDT1	B4DDT1;					
B4DE54			ENST00000700483.1;			
B4DG22			ENST00000644893.1;			
B4DGD0	B4DGD0;					
B4DIT7	B4DIT7;					
B4DTN7	B4DTN7;					
B4DVP5	B4DVP5;					
B4DX16	B4DX16;					
B4DY26			ENST00000546584.2;ENST00000547314.6;ENST00000550253.1;			
B4DZI4	B4DZI4;					
B4E0E1	B4E0E1;					
B4E359	B4E359;					
B6A8C7	B6A8C7;		ENST00000432826.2 [B6A8C7-1];ENST00000611088.1;ENST00000611419.1;ENST00000612678.1;ENST00000614463.1;ENST00000615726.1;ENST00000616041.4 [B6A8C7-2];ENST00000619320.1;ENST00000620140.4;ENST00000620398.1;ENST00000620707.1;ENST00000622245.1;			
B6ZGT9	B6ZGT9;					
B7U540	B7U540;		ENST00000567955.3;			
B7Z1D1	B7Z1D1;					
B7Z3M3	B7Z3M3;					
B7Z747	B7Z747;					
B7ZAQ6	B7ZAQ6;		ENST00000313835.14 [B7ZAQ6-1];ENST00000460277.5 [B7ZAQ6-4];ENST00000462900.2 [B7ZAQ6-3];ENST00000528944.5 [B7ZAQ6-4];ENST00000534502.5 [B7ZAQ6-3];			
B7ZB17			ENST00000642835.1;ENST00000643085.1;ENST00000643337.1;ENST00000643402.1;ENST00000644368.1;ENST00000645270.1;ENST00000646610.1;ENST00000647265.1;			
B9EGA7						
C1PHA2						
C4AMC7	C4AMC7;					
C8C060	C8C060;					
C9J5X1			ENST00000649865.1;			
C9JE40	C9JE40;		ENST00000434130.6;ENST00000682850.1;			
C9JIG9	C9JIG9;		ENST00000446845.5;			
C9JLW8	C9JLW8;		ENST00000455127.7;ENST00000538396.5;ENST00000574190.5;ENST00000576730.5;ENST00000672201.1;ENST00000672501.1;ENST00000673154.1;ENST00000673369.1;			
C9JR72	C9JR72;		ENST00000432196.5;			
C9JRZ8	C9JRZ8;		ENST00000423958.2 [C9JRZ8-2];ENST00000457545.7 [C9JRZ8-2];ENST00000652743.1 [C9JRZ8-1];			
C9JXA2	C9JXA2;		ENST00000494014.1;			
D0PNI2	D0PNI2;					
D0VY79	D0VY79;					
D2CGD1			ENST00000613048.4;			
D3DPA4	D3DPA4;					
D3W0D1	D3W0D1;	4IOP;	ENST00000535540.1;			
D3YTC7	D3YTC7;		ENST00000435340.6;			
D6RGH6	D6RGH6;	4BRY;	ENST00000513312.3;			
D9ZGF1	D9ZGF1;					
D9ZGF5	D9ZGF5;					
D9ZGF8						
D9ZGF9	D9ZGF9;					
E0CX11	E0CX11;		ENST00000507606.3;			
E5KR06	E5KR06;					
E5KRP5	E5KRP5;					
E5KRP6	E5KRP6;					
E7BSV0	E7BSV0;					
E7EMT5			ENST00000395049.8;ENST00000617691.4;			
E7ETY4	E7ETY4;		ENST00000425897.3;			
E7EU09	E7EU09;		ENST00000397103.5;			
E7EUJ1	E7EUJ1;		ENST00000414170.7;			
E7EUK6	E7EUK6;		ENST00000433326.2;			
E7EVR7	E7EVR7;		ENST00000369059.5;			
E9PC15	E9PC15;		ENST00000473247.5;			
E9PC47	E9PC47;		ENST00000418310.5;			
E9PC69	E9PC69;		ENST00000502399.7;			
E9PD35			ENST00000502649.5;			
E9PF63	E9PF63;		ENST00000401753.5;			
E9PFV2			ENST00000309576.11;ENST00000397010.7;ENST00000397015.7;ENST00000397026.7;ENST00000643197.2;ENST00000643888.2;ENST00000644622.2;ENST00000651735.1;ENST00000681982.1;ENST00000682446.1;ENST00000683586.1;			
E9PG40	E9PG40;		ENST00000439274.6;			
E9PGT3			ENST00000374166.8;ENST00000630838.2;			
E9PJN1	E9PJN1;		ENST00000528057.5;			
F1D8N4	F1D8N4;					
F1D8N6	F1D8N6;					
F1D8S3	F1D8S3;					
F1D8S4	F1D8S4;					
F1D8S6	F1D8S6;					
F1DAL1	F1DAL1;					
F1T0F8	F1T0F8;					
F2YGG7	F2YGG7;					
F2Z2J1	F2Z2J1;		ENST00000510118.5;			
F2Z3J9	F2Z3J9;		ENST00000466771.6;			
F5H094	F5H094;		ENST00000381541.7 [F5H094-1];			
F5H5A3	F5H5A3;		ENST00000437545.5;			
F5H5B4	F5H5B4;		ENST00000499879.7;			
F6KCZ3	F6KCZ3;					
F6KCZ4	F6KCZ4;					
F6KCZ5	F6KCZ5;					
F6KD01	F6KD01;					
F6KD02						
F6X3S4	F6X3S4;		ENST00000577647.2;			
F8TLS5	F8TLS5;					
F8TLW0	F8TLW0;					
F8VVT9	F8VVT9;		ENST00000547588.6;			
F8W9L4	F8W9L4;		ENST00000481110.7;			
F8WEZ8	F8WEZ8;		ENST00000369134;			
G2XKQ0	G2XKQ0;	6IAM;				
G3V4E1	G3V4E1;		ENST00000555218.5;			
G4XH65	G4XH65;					
G5E9A7			ENST00000377735.7;			
G8JL96			ENST00000262963;			
H0Y4E8			ENST00000445177.6;			
H0YL14	H0YL14;		ENST00000418388.6;ENST00000557985.2;ENST00000561457.2;			
H0YLN8			ENST00000560955.5;			
H0YLY0			ENST00000559043.2;			
H0YM90	H0YM90;		ENST00000558676.5;			
H3BV60	H3BV60;		ENST00000713907.1 [H3BV60-1];			
H7BXU9	H7BXU9;		ENST00000336553.10;			
H7BXZ5			ENST00000354186.8;			
H7BYX7			ENST00000404858.5;			
H7C012	H7C012;		ENST00000436544.1;			
H7C0D0			ENST00000422867.1;			
H7C560	H7C560;		ENST00000496384.7;			
I3UJJ7	I3UJJ7;					
I6L9B3	I6L9B3;					
I6L9F6	I6L9F6;					
I6QTG3	I6QTG3;					
I6S2Y9	I6S2Y9;					
J3KP20	J3KP20;		ENST00000358660.3;			
J3KPQ0	J3KPQ0;		ENST00000393648.6;			
J3KQ12			ENST00000405837.5;			
J3KSQ5	J3KSQ5;		ENST00000579314.5;			
J3KT86			ENST00000584972.5;			
J3KTD6	J3KTD6;		ENST00000581511.5;			
J3QLN8	J3QLN8;		ENST00000577833.5;			
J3QLU9	J3QLU9;		ENST00000584450.5;			
J3QR41	J3QR41;		ENST00000582368.5;			
J7M2B1	J7M2B1;					
K7EJ46	K7EJ46;		ENST00000586005.6 [K7EJ46-2];ENST00000586440.1 [K7EJ46-2];ENST00000588606.5 [K7EJ46-3];ENST00000589327.5 [K7EJ46-2];ENST00000589721.5 [K7EJ46-3];ENST00000591870.1 [K7EJ46-3];ENST00000615889.4 [K7EJ46-2];			
K7EJE8	K7EJE8;		ENST00000590729.5;			
K7EKE6	K7EKE6;		ENST00000585374.5;			
K7EN27	K7EN27;		ENST00000469225.1;			
K7ER95	K7ER95;		ENST00000589130.5;			
K7PPA8	K7PPA8;					
K9JA46	K9JA46;					
K9M1U5	K9M1U5;		ENST00000710320.1 [K9M1U5-3];ENST00000710321.1 [K9M1U5-1];ENST00000710322.1 [K9M1U5-4];			
L0R8F8	L0R8F8;	5OOL;5OOM;7A5H;7A5J;7O9K;7O9M;7ODR;7ODS;7ODT;7OF0;7OF2;7OF3;7OF5;7OF7;7OI6;7OI7;7OI8;7OI9;7OIC;7OID;7OIE;7PD3;7PO4;7QH6;7QH7;8K2B;8PK0;8QSJ;8QU5;				
L7RRS6	L7RRS6;					
L7RSL3						
L7RT18	L7RT18;					
L7RTI5	L7RTI5;					
L7RXH5	L7RXH5;					
M0QX44			ENST00000593713.2;			
M0QXM4	M0QXM4;		ENST00000594991.5;			
M0R2J8	M0R2J8;		ENST00000342355.8 [M0R2J8-2];ENST00000452803.1 [M0R2J8-3];ENST00000597505.5 [M0R2J8-1];			
M1V481	M1V481;					
M1V485	M1V485;					
O00115	O00115;		ENST00000222219.8 [O00115-1];ENST00000592506.2 [O00115-2];			
O00116	O00116;		ENST00000264167.11;			
O00124	O00124;		ENST00000615729.4 [O00124-3];			
O00139	O00139;	2GRY;6BBN;	ENST00000381103.7 [O00139-1];ENST00000401507.7 [O00139-3];ENST00000407818.8 [O00139-4];ENST00000506857.5 [O00139-2];ENST00000676413.1 [O00139-1];			
O00141	O00141;	2R5T;3HDM;3HDN;7PUE;	ENST00000237305.12 [O00141-1];ENST00000367857.9 [O00141-4];ENST00000367858.10 [O00141-2];ENST00000413996.7 [O00141-3];ENST00000528577.5 [O00141-5];			
O00142	O00142;		ENST00000417693.8 [O00142-4];ENST00000451102.7 [O00142-2];ENST00000525974.5 [O00142-5];ENST00000527800.6 [O00142-5];ENST00000544898.6 [O00142-1];ENST00000545043.6 [O00142-3];ENST00000563369.6 [O00142-5];ENST00000677420.1 [O00142-5];ENST00000677555.1 [O00142-5];ENST00000677715.1 [O00142-5];ENST00000678015.1 [O00142-5];ENST00000678297.1 [O00142-5];			
O00144	O00144;		ENST00000344575.5;			
O00148	O00148;	8IJU;	ENST00000242776.9 [O00148-1];ENST00000324340.13 [O00148-2];ENST00000454233.6 [O00148-3];ENST00000588692.5 [O00148-3];			
O00151	O00151;	1X62;2PKT;	ENST00000329399.7;			
O00154	O00154;	2QQ2;	ENST00000361521.9 [O00154-7];ENST00000377842.7 [O00154-6];ENST00000377845.7 [O00154-5];ENST00000377855.6 [O00154-1];ENST00000377860.8 [O00154-3];ENST00000418124.5 [O00154-2];ENST00000608083.5 [O00154-4];			
O00155	O00155;		ENST00000304244.5;			
O00159	O00159;	4BYF;	ENST00000361007.7 [O00159-2];ENST00000570984.7 [O00159-2];ENST00000575158.5 [O00159-2];ENST00000646049.1 [O00159-2];ENST00000648446.1 [O00159-3];ENST00000648651.1 [O00159-1];			
O00160	O00160;		ENST00000644032.2;			
O00161	O00161;	1NHL;3ZUS;	ENST00000249647.8 [O00161-1];ENST00000349777.5 [O00161-2];ENST00000397138.5 [O00161-2];			
O00165	O00165;		ENST00000328703.12 [O00165-1];ENST00000447768.7 [O00165-6];ENST00000457918.6 [O00165-5];ENST00000483970.7 [O00165-2];ENST00000696932.1 [O00165-1];ENST00000696941.1 [O00165-3];ENST00000697592.1 [O00165-3];ENST00000697830.1 [O00165-3];			
O00167	O00167;	3GEB;3HB0;3HB1;4EGC;5ZMA;7F8G;7F8H;	ENST00000327619.10 [O00167-1];ENST00000357410.7 [O00167-3];ENST00000497062.6 [O00167-2];			
O00168	O00168;	2JO1;	ENST00000351325.9;ENST00000455515.6;ENST00000588081.5;ENST00000588607.5;ENST00000588715.5;ENST00000589209.5;ENST00000612146.4;			
O00170	O00170;	2LKN;4AIF;4APO;7ZUB;8QMO;	ENST00000279146.8;			
O00175	O00175;	1EIG;1EIH;	ENST00000222902.7;ENST00000416943.1;			
O00178	O00178;		ENST00000216044.10;			
O00180	O00180;	3UKM;	ENST00000366621.8;			
O00182	O00182;	2EAK;2EAL;2YY1;2ZHK;2ZHL;2ZHM;2ZHN;3LSD;3LSE;3NV1;3NV2;3NV3;3NV4;3WLU;3WV6;	ENST00000302228.9 [O00182-2];ENST00000313648.10 [O00182-4];ENST00000395473.7 [O00182-1];			
O00186	O00186;		ENST00000370008.4;			
O00187	O00187;	1Q3X;1SZB;1ZJK;3TVJ;5JPM;	ENST00000400897.8 [O00187-1];ENST00000400898.3 [O00187-2];			
O00189	O00189;	3L81;4MDR;	ENST00000359593.9;ENST00000421755.5;ENST00000713591.1;ENST00000713791.1;			
O00192	O00192;		ENST00000263207.8 [O00192-1];ENST00000401994.5 [O00192-2];			
O00194	O00194;	2F7S;	ENST00000262094.10;			
O00198	O00198;	2L58;2L5B;6XY4;7P0U;	ENST00000257572.5;			
O00203	O00203;		ENST00000255194.11 [O00203-1];ENST00000519295.7 [O00203-3];			
O00204	O00204;	1Q1Q;1Q1Z;1Q20;1Q22;	ENST00000201586.7 [O00204-1];ENST00000323090.4 [O00204-2];			
O00206	O00206;	2Z62;2Z63;2Z65;2Z66;3FXI;3UL7;3UL8;3UL9;3ULA;4G8A;5NAM;5NAO;8WO1;8WTA;	ENST00000355622.8 [O00206-1];ENST00000394487.5 [O00206-2];			
O00212	O00212;	2J1L;7KDC;	ENST00000308831.7;			
O00213	O00213;	2E45;2HO2;2IDH;2OEI;3D8D;3D8E;3D8F;3DXC;3DXD;3DXE;5NQH;	ENST00000299402.10 [O00213-2];ENST00000311051.7 [O00213-2];ENST00000530885.5 [O00213-3];ENST00000608394.5 [O00213-4];ENST00000608645.5 [O00213-4];ENST00000608655.6 [O00213-5];ENST00000608704.5 [O00213-4];ENST00000609331.5 [O00213-6];ENST00000609360.6 [O00213-1];			
O00214	O00214;	2YRO;2YV8;2YXS;3AP4;3AP5;3AP6;3AP7;3AP9;3APB;3OJB;3VKL;3VKM;3VKN;3VKO;4BMB;4BME;4FQZ;4GXL;4HAN;5GZC;5GZD;5GZE;5GZF;5GZG;5T7I;5T7S;5T7T;5T7U;5VWG;6W4Z;6Z6Y;7AEN;7ALS;7P1M;8CM8;8HL9;	ENST00000341872.10 [O00214-1];ENST00000352231.6 [O00214-2];ENST00000366584.9 [O00214-1];ENST00000450372.6 [O00214-2];ENST00000526589.5 [O00214-2];ENST00000526634.5 [O00214-1];ENST00000527974.5 [O00214-2];			
O00217	O00217;	5XTB;5XTD;5XTH;5XTI;	ENST00000313468.10;			
O00219	O00219;		ENST00000219322.7 [O00219-2];ENST00000306560.1 [O00219-1];ENST00000569188.6 [O00219-1];			
O00220	O00220;	5CIR;	ENST00000221132.8;			
O00221	O00221;		ENST00000275015.9;			
O00222	O00222;	6BSZ;6BT5;6E5V;	ENST00000339582.7 [O00222-1];ENST00000341617.7 [O00222-3];ENST00000358373.8 [O00222-2];ENST00000472701.5 [O00222-2];ENST00000706916.1 [O00222-2];ENST00000706917.1 [O00222-1];			
O00231	O00231;	5GJQ;5GJR;5L4K;5LN3;5M32;5T0C;5T0G;5T0H;5T0I;5T0J;5VFP;5VFQ;5VFR;5VFS;5VFT;5VFU;5VGZ;5VHF;5VHH;5VHI;5VHS;6MSB;6MSD;6MSE;6MSG;6MSH;6MSJ;6MSK;6WJD;6WJN;7QXN;7QXP;7QXU;7QXW;7QXX;7QY7;7QYA;7QYB;7W37;7W38;7W39;7W3A;7W3B;7W3C;7W3F;7W3G;7W3H;7W3I;7W3J;7W3K;7W3M;8CVT;	ENST00000261712.8 [O00231-1];ENST00000457654.6 [O00231-1];ENST00000649012.1 [O00231-1];			
O00232	O00232;	5GJQ;5GJR;5L4K;5LN3;5M32;5T0C;5T0G;5T0H;5T0I;5T0J;5VFP;5VFQ;5VFR;5VFS;5VFT;5VFU;5VGZ;5VHF;5VHH;5VHI;5VHS;6MSB;6MSD;6MSE;6MSG;6MSH;6MSJ;6MSK;6WJD;6WJN;7QXN;7QXP;7QXU;7QXW;7QXX;7QY7;7QYA;7QYB;7W37;7W38;7W39;7W3A;7W3B;7W3C;7W3F;7W3G;7W3H;7W3I;7W3J;7W3K;7W3M;8CVT;	ENST00000356126.8 [O00232-1];ENST00000357146.4 [O00232-2];			
O00233	O00233;		ENST00000537407.5 [O00233-2];ENST00000541212.6 [O00233-1];ENST00000542602.1 [O00233-3];			
O00237	O00237;		ENST00000237455.5;			
O00238	O00238;	3MDY;	ENST00000264568.8 [O00238-1];ENST00000394931.1 [O00238-1];ENST00000440890.7 [O00238-2];ENST00000509540.6 [O00238-1];ENST00000512312.5 [O00238-1];ENST00000515059.6 [O00238-1];ENST00000672698.1 [O00238-1];			
O00241	O00241;	2D9C;2JJU;	ENST00000381603.7 [O00241-2];ENST00000381605.9 [O00241-1];			
O00244	O00244;	1FE0;1FE4;1FEE;1TL4;1TL5;2K1R;2LQ9;3CJK;3IWL;3IWX;4QOT;4YDX;4YEA;5F0W;5T7L;7DC1;7ZC3;	ENST00000313115.11;ENST00000522710.1;ENST00000524142.5;			
O00253	O00253;	1HYK;1MR0;	ENST00000290953.3;			
O00254	O00254;		ENST00000296641.5 [O00254-1];ENST00000504899.1 [O00254-2];			
O00255	O00255;	3U84;3U85;3U86;3U88;4GPQ;4GQ3;4GQ4;4GQ6;4I80;4OG3;4OG4;4OG5;4OG6;4OG7;4OG8;4X5Y;4X5Z;5DB0;5DB1;5DB2;5DB3;5DD9;5DDA;5DDB;5DDC;5DDD;5DDE;5DDF;6B41;6BXH;6BXY;6BY8;6E1A;6O5I;6OPJ;6PKC;6S2K;6WNH;7M4T;7O9T;7O9X;7O9Z;7OA9;7UJ4;8E90;8GPN;8IG0;	ENST00000312049.11 [O00255-2];ENST00000315422.9 [O00255-2];ENST00000377313.7 [O00255-1];ENST00000377326.7 [O00255-2];ENST00000413626.2 [O00255-2];ENST00000424912.2 [O00255-2];ENST00000429702.6 [O00255-2];ENST00000440873.6 [O00255-2];ENST00000450708.7 [O00255-2];ENST00000710881.1 [O00255-1];			
O00257	O00257;	2K28;3I8Z;5EPL;	ENST00000269397.9 [O00257-1];			
O00258	O00258;	6SO5;8CQZ;8CR1;8CR2;	ENST00000380708.5 [O00258-2];ENST00000398753.5 [O00258-2];ENST00000649170.1 [O00258-1];ENST00000650376.1 [O00258-2];			
O00264	O00264;	4X8Y;	ENST00000217971.8 [O00264-1];ENST00000535419.2 [O00264-2];			
O00267	O00267;	2DO3;2E6Z;2E70;3H7H;4L1U;5OHO;5OHQ;5OIK;5U98;6EQY;6ER0;6GMH;6GML;6TED;7OKX;7OKY;7OL0;7PKS;7UNC;7UND;7YCX;8A3Y;8P4C;8P4D;8P4E;8P4F;8RBX;8UHA;8UHD;8UHG;8UI0;8UIS;8W8E;8W8F;	ENST00000359191.10 [O00267-2];ENST00000402194.6 [O00267-2];ENST00000432763.7 [O00267-1];ENST00000598725.5 [O00267-1];ENST00000599117.5 [O00267-1];			
O00268	O00268;	1H3O;2P6V;6MZC;6MZD;6MZL;6MZM;7EDX;7EG7;7EG8;7EG9;7EGA;7EGB;7EGC;7EGD;7EGE;7EGF;7EGG;7EGI;7EGJ;7ENA;7ENC;8GXQ;8GXS;8WAK;8WAL;8WAN;8WAO;8WAP;8WAQ;8WAR;8WAS;	ENST00000252996.9;			
O00270	O00270;		ENST00000366834.2;			
O00273	O00273;	1IBX;1IYR;1KOY;	ENST00000377036.2 [O00273-2];ENST00000377038.8 [O00273-1];			
O00287	O00287;	2KW3;	ENST00000255476.3;			
O00291	O00291;	2NO2;2QA7;3I00;	ENST00000336926.11 [O00291-1];ENST00000434438.6 [O00291-3];ENST00000616821.4 [O00291-4];			
O00292	O00292;		ENST00000366820.10 [O00292-1];ENST00000420304.6 [O00292-2];			
O00294	O00294;	2FIM;3C5N;	ENST00000229771.11 [O00294-1];ENST00000322263.8 [O00294-2];			
O00299	O00299;	1K0M;1K0N;1K0O;1RK4;3O3T;3P8W;3P90;3QR6;3SWL;3TGZ;3UVH;4IQA;4JZQ;4K0G;4K0N;7F8R;7FBQ;	ENST00000375779.6;ENST00000375780.6;ENST00000375784.8;ENST00000383404.6;ENST00000383405.6;ENST00000395892.5;ENST00000400052.7;ENST00000400058.5;ENST00000415179.5;ENST00000418285.6;ENST00000420458.5;ENST00000422167.6;ENST00000423055.5;ENST00000423143.5;ENST00000423804.5;ENST00000425464.6;ENST00000431921.5;ENST00000433916.5;ENST00000434202.5;ENST00000435242.5;ENST00000438708.5;ENST00000438750.5;ENST00000442045.5;ENST00000447338.5;ENST00000447369.5;ENST00000451546.5;ENST00000456863.6;ENST00000457485.6;ENST00000614673.1;ENST00000614982.1;ENST00000616760.1;ENST00000618288.1;ENST00000619727.1;ENST00000621055.1;ENST00000622613.1;			
O00300	O00300;	3URF;	ENST00000297350.9;			
O00303	O00303;	3J8B;3J8C;6YBD;6ZMW;6ZON;6ZP4;6ZVJ;7A09;7QP6;7QP7;8OZ0;8PJ1;8PJ2;8PJ3;8PJ4;8PJ5;8PJ6;8PPL;8RG0;8XXN;9BLN;	ENST00000533626.5;ENST00000651655.1;			
O00305	O00305;	2D46;	ENST00000201943.10 [O00305-4];ENST00000534999.7 [O00305-2];ENST00000539935.7 [O00305-1];ENST00000638005.1 [O00305-3];			
O00308	O00308;	4Y07;5TJ7;5TJ8;5TJQ;6J1Z;6RSS;8EI5;8EI6;8EI7;8EI8;9EQH;	ENST00000356003.6 [O00308-2];ENST00000359154.7 [O00308-1];ENST00000568684.1 [O00308-3];ENST00000569174.5 [O00308-4];			
O00311	O00311;	4F99;4F9A;4F9B;4F9C;5UWQ;5UWR;6YA6;6YA7;6YA8;	ENST00000234626.11 [O00311-1];ENST00000428239.5 [O00311-1];			
O00322	O00322;		ENST00000222275.3 [O00322-1];ENST00000379013.6 [O00322-2];			
O00327	O00327;	4H10;	ENST00000389707.8 [O00327-8];ENST00000401424.6 [O00327-9];ENST00000403290.6 [O00327-2];ENST00000403482.7 [O00327-7];ENST00000403510.8 [O00327-2];ENST00000529388.6 [O00327-2];			
O00329	O00329;	5DXU;5M6U;5T8F;5UBT;5VLR;6G6W;6OCO;6OCU;6PYR;6PYU;7JIS;7LM2;7LQ1;8BCY;8S3R;	ENST00000377346.9 [O00329-1];ENST00000481137.2 [O00329-2];ENST00000698712.1 [O00329-1];ENST00000698713.1 [O00329-1];			
O00330	O00330;	1ZY8;2DNC;2F5Z;2F60;6H60;	ENST00000227868.9 [O00330-1];ENST00000430469.6 [O00330-2];			
O00337	O00337;		ENST00000286749.3 [O00337-1];ENST00000338602.6 [O00337-2];ENST00000394573.6 [O00337-1];			
O00338	O00338;	3BFX;	ENST00000251481.11 [O00338-1];ENST00000326853.9 [O00338-2];			
O00339	O00339;		ENST00000254898.7 [O00339-1];ENST00000520016.5 [O00339-1];ENST00000521689.5 [O00339-2];ENST00000522025.6 [O00339-4];ENST00000524308.5 [O00339-3];			
O00341	O00341;		ENST00000371491.4 [O00341-2];ENST00000371494.9 [O00341-1];			
O00358	O00358;		ENST00000375123.5;			
O00370	O00370;	1VYB;2V0R;2V0S;7N8K;7N8S;7N94;8C8J;8SP5;8SP7;8SXT;8SXU;8UW3;				
O00391	O00391;	3LLI;3LLK;3Q6O;4IJ3;	ENST00000367600.5 [O00391-2];ENST00000367602.8 [O00391-1];			
O00399	O00399;	3TV0;	ENST00000221114.8;			
O00400	O00400;		ENST00000359479.7;ENST00000643144.2;			
O00401	O00401;	2FF3;2LNH;2VCP;4CC2;4CC7;	ENST00000223023.5;			
O00408	O00408;	1Z1L;3IBJ;3ITM;3ITU;4C1I;4D08;4D09;4HTX;4HTZ;4JIB;5TZ3;5TZA;5TZC;5TZH;5TZW;5TZX;5TZZ;5U00;5U7D;5U7I;5U7J;5U7K;5U7L;5VP0;5VP1;5XKM;6B96;6B97;6B98;6BLF;6C7D;6C7E;6C7F;6C7G;6C7I;6C7J;6CYB;6CYC;6CYD;6ZND;6ZQZ;	ENST00000334456.10 [O00408-1];ENST00000376450.7 [O00408-5];ENST00000444035.6 [O00408-2];ENST00000540345.5 [O00408-4];ENST00000544570.5 [O00408-3];			
O00409	O00409;	6NCE;6NCM;	ENST00000261302.9 [O00409-1];ENST00000345097.8 [O00409-1];ENST00000555353.5 [O00409-2];ENST00000557258.6 [O00409-2];ENST00000615335.4 [O00409-2];			
O00410	O00410;	6XTE;6XU2;	ENST00000261574.10 [O00410-3];ENST00000357602.7 [O00410-1];ENST00000490680.5 [O00410-1];ENST00000651721.2 [O00410-1];			
O00411	O00411;	3SPA;4BOC;5OLA;6ERP;6ERQ;7A8P;7PZP;7PZR;7ZC4;8U8U;8U8V;9BDC;9BDD;	ENST00000588649.7;			
O00418	O00418;	5J8H;5KS5;6NX4;7SHQ;8FNY;8FO6;8GM4;8GM5;	ENST00000263026.10;			
O00421	O00421;		ENST00000357392.4 [O00421-2];ENST00000399036.4 [O00421-1];ENST00000400880.3 [O00421-1];ENST00000400882.2 [O00421-1];			
O00422	O00422;	2HDE;	ENST00000382533.9 [O00422-2];ENST00000607003.5 [O00422-1];ENST00000621421.4 [O00422-2];			
O00423	O00423;	4CI8;	ENST00000262233.11 [O00423-1];ENST00000334192.8 [O00423-3];			
O00425	O00425;	2E44;6FQ1;6FQR;6GQE;6GX6;	ENST00000258729.8 [O00425-1];ENST00000619562.4 [O00425-2];			
O00429	O00429;	3W6N;3W6O;3W6P;4BEJ;4H1U;4H1V;5WP9;8T1H;	ENST00000266481.10 [O00429-4];ENST00000358214.9 [O00429-9];ENST00000381000.8 [O00429-8];ENST00000452533.6 [O00429-3];ENST00000547312.5 [O00429-2];ENST00000549701.6 [O00429-1];ENST00000553257.6 [O00429-6];			
O00442	O00442;		ENST00000260563.4 [O00442-2];ENST00000370128.9 [O00442-1];			
O00443	O00443;	2AR5;2IWL;2REA;2RED;6BTY;6BTZ;6BU0;6BUB;	ENST00000265970.11 [O00443-1];ENST00000691414.1 [O00443-1];			
O00444	O00444;	2N19;3COK;4JXF;4N7V;4N7Z;4N9J;4YUR;4YYP;5LHY;5LHZ;6N45;6N46;6W38;6W3I;6W3J;8XPG;	ENST00000270861.10 [O00444-1];ENST00000513090.5 [O00444-2];ENST00000514379.5 [O00444-3];			
O00445	O00445;	5H4Y;5H4Z;	ENST00000354308.8 [O00445-1];ENST00000537500.5 [O00445-1];ENST00000590851.5 [O00445-2];			
