Entry	AlphaFoldDB	PDB	Ensembl
B7ZDF5	B7ZDF5;		ENSMUST00000008999.12;
B7ZNG0	B7ZNG0;		
B7ZP16	B7ZP16;		
B7ZWM4			
B7ZWP2	B7ZWP2;		
B8JK39	B8JK39;		ENSMUST00000044165.14;
B8ZXI1	B8ZXI1;	6FV5;7B2I;7OV9;7OVO;7OVS;7OWZ;	
B9EHT4	B9EHT4;	1WHH;	ENSMUST00000014065.16;
B9EHX4			ENSMUST00000118282.9;
B9EIE9	B9EIE9;		
B9EIW1	B9EIW1;		
B9EJ80	B9EJ80;		ENSMUST00000099274.4;
B9EJ86	B9EJ86;		ENSMUST00000105275.9;
B9EJA2	B9EJA2;		ENSMUST00000090601.12 [B9EJA2-1];ENSMUST00000148602.8 [B9EJA2-2];
B9EJV3	B9EJV3;		ENSMUST00000048977.16;
B9EK83			
B9EKI3	B9EKI3;		ENSMUST00000095664.6;
B9EKR1	B9EKR1;		ENSMUST00000090568.7;
B9EKY4	B9EKY4;		
C0HKC8	C0HKC8;		ENSMUST00000085886.3;ENSMUST00000100537.3;ENSMUST00000166206.9;ENSMUST00000171498.3;
C0HKC9	C0HKC9;		ENSMUST00000085886.3;ENSMUST00000100537.3;ENSMUST00000166206.9;ENSMUST00000171498.3;
C0HKE1	C0HKE1;	5B1L;5B1M;5XM0;5XM1;7DBH;7VBM;8PKJ;	ENSMUST00000070124.5;ENSMUST00000078369.3;ENSMUST00000081342.7;ENSMUST00000090776.7;ENSMUST00000091741.6;ENSMUST00000091745.6;ENSMUST00000091751.3;ENSMUST00000102969.6;ENSMUST00000171127.4;
C0HKE2	C0HKE2;		ENSMUST00000070124.5;ENSMUST00000078369.3;ENSMUST00000081342.7;ENSMUST00000090776.7;ENSMUST00000091741.6;ENSMUST00000091745.6;ENSMUST00000091751.3;ENSMUST00000102969.6;ENSMUST00000171127.4;
C0HKE3	C0HKE3;	8PKI;	ENSMUST00000070124.5;ENSMUST00000078369.3;ENSMUST00000081342.7;ENSMUST00000090776.7;ENSMUST00000091741.6;ENSMUST00000091745.6;ENSMUST00000091751.3;ENSMUST00000102969.6;ENSMUST00000171127.4;
C0HKE4	C0HKE4;		ENSMUST00000070124.5;ENSMUST00000078369.3;ENSMUST00000081342.7;ENSMUST00000090776.7;ENSMUST00000091741.6;ENSMUST00000091745.6;ENSMUST00000091751.3;ENSMUST00000102969.6;ENSMUST00000171127.4;
C0HKE5	C0HKE5;		ENSMUST00000070124.5;ENSMUST00000078369.3;ENSMUST00000081342.7;ENSMUST00000090776.7;ENSMUST00000091741.6;ENSMUST00000091745.6;ENSMUST00000091751.3;ENSMUST00000102969.6;ENSMUST00000171127.4;
C0HKE6	C0HKE6;		ENSMUST00000070124.5;ENSMUST00000078369.3;ENSMUST00000081342.7;ENSMUST00000090776.7;ENSMUST00000091741.6;ENSMUST00000091745.6;ENSMUST00000091751.3;ENSMUST00000102969.6;ENSMUST00000171127.4;
C0HKE7	C0HKE7;		ENSMUST00000070124.5;ENSMUST00000078369.3;ENSMUST00000081342.7;ENSMUST00000090776.7;ENSMUST00000091741.6;ENSMUST00000091745.6;ENSMUST00000091751.3;ENSMUST00000102969.6;ENSMUST00000171127.4;
C0HKE8	C0HKE8;		ENSMUST00000070124.5;ENSMUST00000078369.3;ENSMUST00000081342.7;ENSMUST00000090776.7;ENSMUST00000091741.6;ENSMUST00000091745.6;ENSMUST00000091751.3;ENSMUST00000102969.6;ENSMUST00000171127.4;
C0HKE9	C0HKE9;		ENSMUST00000070124.5;ENSMUST00000078369.3;ENSMUST00000081342.7;ENSMUST00000090776.7;ENSMUST00000091741.6;ENSMUST00000091745.6;ENSMUST00000091751.3;ENSMUST00000102969.6;ENSMUST00000171127.4;
C0LLJ0	C0LLJ0;		ENSMUST00000110672.8 [C0LLJ0-1];ENSMUST00000110673.8 [C0LLJ0-2];ENSMUST00000116454.10 [C0LLJ0-1];
C3VD30	C3VD30;		ENSMUST00000118769.2;
C3VPR6	C3VPR6;	2MJM;	ENSMUST00000053085.12 [C3VPR6-1];ENSMUST00000211816.2 [C3VPR6-1];
C6KI89	C6KI89;	7EEB;	ENSMUST00000061193.4;ENSMUST00000209126.2;
C9K101	C9K101;		
D0G895	D0G895;		ENSMUST00000190995.2;
D0QMC3	D0QMC3;		ENSMUST00000188804.7;
D0VYS2	D0VYS2;		
D2EAC2	D2EAC2;		ENSMUST00000179598.4 [D2EAC2-1];
D2J0Y4	D2J0Y4;		ENSMUST00000094002.10;
D3KU66	D3KU66;		
D3YU89			ENSMUST00000102560.7;
D3YUB6	D3YUB6;		ENSMUST00000211896.2 [D3YUB6-2];
D3YUJ3	D3YUJ3;		ENSMUST00000094898.5 [D3YUJ3-2];ENSMUST00000114077.8 [D3YUJ3-1];ENSMUST00000187170.7 [D3YUJ3-2];
D3YVF0	D3YVF0;		ENSMUST00000154078.3;
D3YVL2	D3YVL2;		ENSMUST00000022348.15 [D3YVL2-2];ENSMUST00000022349.14 [D3YVL2-3];ENSMUST00000056073.14 [D3YVL2-1];
D3YWH8	D3YWH8;		ENSMUST00000152572.2;
D3YWP0	D3YWP0;		ENSMUST00000116231.4;
D3YWQ0	D3YWQ0;		ENSMUST00000090314.11 [D3YWQ0-2];ENSMUST00000101532.10 [D3YWQ0-1];
D3YX12	D3YX12;		ENSMUST00000148269.2;
D3YXG0			ENSMUST00000074783.12 [D3YXG0-1];ENSMUST00000137197.9 [D3YXG0-2];
D3YXJ0	D3YXJ0;		ENSMUST00000074729.6 [D3YXJ0-2];
D3YXK1	D3YXK1;		ENSMUST00000095228.5;
D3YXK2	D3YXK2;		ENSMUST00000095224.11;
D3YYI7	D3YYI7;		ENSMUST00000081989.8;
D3YYM4	D3YYM4;		ENSMUST00000055879.9;
D3YYN8			ENSMUST00000097453.9;
D3YZ49	D3YZ49;		ENSMUST00000110541.8;
D3YZU1	D3YZU1;		ENSMUST00000107938.8;
D3Z120	D3Z120;		ENSMUST00000069634.6;
D3Z1Q2	D3Z1Q2;		ENSMUST00000049457.14;ENSMUST00000113149.8;ENSMUST00000179313.3;
D3Z1U0			ENSMUST00000112008.9;
D3Z291	D3Z291;		ENSMUST00000111813.3;
D3Z2R5			ENSMUST00000060435.8;
D3Z3K2	D3Z3K2;		ENSMUST00000095932.5;
D3Z423	D3Z423;		ENSMUST00000218311.2;
D3Z4I3	D3Z4I3;		ENSMUST00000037923.5;
D3Z4R1	D3Z4R1;		ENSMUST00000112690.10;ENSMUST00000117588.8;
D3Z4R4			ENSMUST00000097974.9;ENSMUST00000106095.3;
D3Z5L6	D3Z5L6;		
D3Z5M8	D3Z5M8;		ENSMUST00000120715.8;
D3Z5S8	D3Z5S8;		ENSMUST00000034802.15;
D3Z649	D3Z649;		ENSMUST00000120709.8 [D3Z649-2];ENSMUST00000120796.8 [D3Z649-1];
D3Z6P0	D3Z6P0;		ENSMUST00000039113.14 [D3Z6P0-1];ENSMUST00000120333.8 [D3Z6P0-2];
D3Z6Q4	D3Z6Q4;		ENSMUST00000113324.9;
D3Z752	D3Z752;		ENSMUST00000211094.2;
D3Z7P3	D3Z7P3;	3SS3;3SS4;3SS5;4JKT;5W2J;8EC6;	ENSMUST00000114510.8 [D3Z7P3-2];ENSMUST00000114513.9 [D3Z7P3-1];
D6MZJ6	D6MZJ6;		ENSMUST00000163991.4;
D6RFA9	D6RFA9;		ENSMUST00000127828.8;
D6RFN1	D6RFN1;		ENSMUST00000135070.8;
D6RHQ2	D6RHQ2;		ENSMUST00000156598.2;
D7PDD4	D7PDD4;		ENSMUST00000174190.2;
E0CXC2	E0CXC2;		ENSMUST00000130871.2;
E0CYR6	E0CYR6;		ENSMUST00000160534.2;ENSMUST00000179613.2;
E0CZ16	E0CZ16;		ENSMUST00000160860.9 [E0CZ16-1];
E1AZ71	E1AZ71;		ENSMUST00000119870.9;
E1U8D0	E1U8D0;		ENSMUST00000069098.7 [E1U8D0-1];
E2JF22	E2JF22;	3JAC;4RAX;5Z10;6B3R;6BPZ;6LQI;7WLT;7WLU;8IMZ;	
E7FJU2	E7FJU2;		
E9PUL5	E9PUL5;		ENSMUST00000159916.5;
E9PUN2	E9PUN2;		ENSMUST00000113458.8 [E9PUN2-1];
E9PUN6	E9PUN6;		ENSMUST00000113438.8;
E9PUQ8	E9PUQ8;		ENSMUST00000027517.14;
E9PV24	E9PV24;		ENSMUST00000029630.15 [E9PV24-2];ENSMUST00000166581.4 [E9PV24-1];
E9PV87	E9PV87;		ENSMUST00000149564.8;
E9PVA8	E9PVA8;		ENSMUST00000064454.12;
E9PVB6	E9PVB6;		ENSMUST00000111233.8;
E9PVD3			ENSMUST00000078482.13;
E9PVD7			ENSMUST00000115406.2;
E9PVU6	E9PVU6;		ENSMUST00000117089.8;
E9PVX6			ENSMUST00000033310.9 [E9PVX6-1];
E9PVY0			ENSMUST00000111117.8;
E9PWL1			ENSMUST00000021234.15;
E9PX29	E9PX29;	6M3Q;6M3R;	ENSMUST00000011895.14;
E9PX67	E9PX67;		ENSMUST00000117858.8;
E9PX95	E9PX95;		ENSMUST00000039324.7;ENSMUST00000121226.8;
E9PXF8	E9PXF8;		ENSMUST00000033058.14 [E9PXF8-1];ENSMUST00000164759.8 [E9PXF8-2];
E9PXU2	E9PXU2;		ENSMUST00000101551.10;
E9PXV8	E9PXV8;		ENSMUST00000118296.8;
E9PY46	E9PY46;		ENSMUST00000024983.12;
E9PY61	E9PY61;		ENSMUST00000093942.5;
E9PYH6	E9PYH6;		ENSMUST00000047075.14;ENSMUST00000047157.13;
E9PYI1	E9PYI1;	5V3J;5V3M;5WJQ;	ENSMUST00000074322.12 [E9PYI1-1];ENSMUST00000146074.8 [E9PYI1-2];ENSMUST00000148442.8 [E9PYI1-1];ENSMUST00000177931.2 [E9PYI1-2];
E9PYK3	E9PYK3;		ENSMUST00000161553.2;
E9PYV8			ENSMUST00000167391.2;
E9PYW4	E9PYW4;		ENSMUST00000171474.2;
E9PYY5	E9PYY5;		ENSMUST00000106868.4 [E9PYY5-1];ENSMUST00000116316.10 [E9PYY5-2];
E9PZ19	E9PZ19;		
E9PZ36			ENSMUST00000088448.12;
E9PZ97			ENSMUST00000170315.3;
E9PZC2			ENSMUST00000108362.8;ENSMUST00000108363.8;ENSMUST00000108364.8;
E9PZI6	E9PZI6;	5OW5;	ENSMUST00000165806.8;
E9PZJ8	E9PZJ8;		ENSMUST00000035606.10 [E9PZJ8-1];
E9PZM4	E9PZM4;		ENSMUST00000169922.9;
E9PZQ0		8VJJ;8VJK;8VK3;8VK4;	ENSMUST00000179893.9;
E9PZZ1	E9PZZ1;		ENSMUST00000076206.11 [E9PZZ1-2];ENSMUST00000095141.4 [E9PZZ1-1];
E9Q0N2	E9Q0N2;		ENSMUST00000049113.14;ENSMUST00000166650.3;ENSMUST00000206999.2;
E9Q0S6	E9Q0S6;		ENSMUST00000169786.8;
E9Q236	E9Q236;		ENSMUST00000036554.14 [E9Q236-1];ENSMUST00000166646.2 [E9Q236-2];
E9Q238	E9Q238;	5YAY;5YAZ;7DDX;	ENSMUST00000049400.15;
E9Q2M9			ENSMUST00000130509.10;
E9Q2T3			ENSMUST00000168533.8;
E9Q2Z1	E9Q2Z1;		ENSMUST00000100993.9 [E9Q2Z1-1];ENSMUST00000112686.8 [E9Q2Z1-2];
E9Q394			ENSMUST00000166315.7 [E9Q394-1];
E9Q3E1	E9Q3E1;		ENSMUST00000143380.3;
E9Q3M5	E9Q3M5;		ENSMUST00000113900.8;
E9Q3P4			ENSMUST00000171929.8;
E9Q3S4	E9Q3S4;		ENSMUST00000061512.5;
E9Q3T6	E9Q3T6;	5ECJ;	ENSMUST00000047577.7;
E9Q401		2MC2;3IM5;3IM6;3IM7;3QR5;4ETV;4KEI;4KEJ;4KEK;4L4H;4L4I;4P9I;4P9L;5C33;5VSN;6J6L;6MM5;6MM6;6MM7;6MM8;6WOU;6WOV;7VML;7VMM;7VMN;7VMO;7VMP;7VMQ;7VMR;7VMS;8DTY;8DTZ;8DVV;8RRS;	ENSMUST00000021750.15;
E9Q414			ENSMUST00000037811.13;
E9Q418	E9Q418;		ENSMUST00000126171.9;
E9Q4F7	E9Q4F7;		ENSMUST00000098334.13;
E9Q4M2	E9Q4M2;		ENSMUST00000149349.2;
E9Q4N7	E9Q4N7;		
E9Q4S1	E9Q4S1;		ENSMUST00000067082.14;
E9Q4Z2	E9Q4Z2;		ENSMUST00000031583.15;ENSMUST00000102582.8;
E9Q555		6TAX;6TAY;7OIK;7OIM;	
E9Q557			ENSMUST00000124830.3;
E9Q5C2	E9Q5C2;		ENSMUST00000117872.8;
E9Q5C9	E9Q5C9;		ENSMUST00000165017.2 [E9Q5C9-1];ENSMUST00000235620.2 [E9Q5C9-1];
E9Q5F9	E9Q5F9;		ENSMUST00000153838.8 [E9Q5F9-1];
E9Q5G3	E9Q5G3;		ENSMUST00000034815.9;
E9Q5G7	E9Q5G7;		ENSMUST00000095509.6;
E9Q5K4	E9Q5K4;		ENSMUST00000026211.10 [E9Q5K4-1];ENSMUST00000211830.2 [E9Q5K4-2];
E9Q5K9	E9Q5K9;		ENSMUST00000038384.8 [E9Q5K9-1];ENSMUST00000119339.8 [E9Q5K9-3];ENSMUST00000120498.8 [E9Q5K9-2];
E9Q5M6	E9Q5M6;		ENSMUST00000099742.9;ENSMUST00000120049.8;
E9Q5R7	E9Q5R7;		ENSMUST00000108653.4;
E9Q612	E9Q612;		ENSMUST00000077115.13;
E9Q634	E9Q634;	2XMF;	ENSMUST00000034745.9;
E9Q696	E9Q696;		ENSMUST00000167288.8;
E9Q6B2	E9Q6B2;		ENSMUST00000222310.2;
E9Q708	E9Q708;		ENSMUST00000120141.8;
E9Q784	E9Q784;		ENSMUST00000022577.6;
E9Q7C7	E9Q7C7;		ENSMUST00000120187.9;
E9Q7D5	E9Q7D5;		ENSMUST00000031750.14;
E9Q7E2	E9Q7E2;		ENSMUST00000096250.5;
E9Q7E8	E9Q7E8;		ENSMUST00000117691.8;
E9Q7F2	E9Q7F2;		ENSMUST00000080817.6;
E9Q7G0	E9Q7G0;		ENSMUST00000084852.13;
E9Q7N9			ENSMUST00000084806.7;
E9Q7P8	E9Q7P8;		ENSMUST00000139951.8;
E9Q7R9	E9Q7R9;		ENSMUST00000160247.3;
E9Q7T0	E9Q7T0;		ENSMUST00000119260.8;
E9Q7X6	E9Q7X6;		ENSMUST00000126532.2 [E9Q7X6-1];
E9Q7X7	E9Q7X7;		ENSMUST00000137166.8 [E9Q7X7-1];
E9Q876	E9Q876;		ENSMUST00000087268.7;
E9Q8I9			ENSMUST00000087204.9 [E9Q8I9-1];
E9Q8Q6	E9Q8Q6;		ENSMUST00000049544.14 [E9Q8Q6-2];ENSMUST00000164114.9 [E9Q8Q6-1];
E9Q8Q8	E9Q8Q8;		ENSMUST00000172097.9 [E9Q8Q8-1];
E9Q8T2	E9Q8T2;		ENSMUST00000095849.10 [E9Q8T2-1];ENSMUST00000121584.8 [E9Q8T2-2];
E9Q8T7			ENSMUST00000048603.8 [E9Q8T7-1];
E9Q912	E9Q912;		ENSMUST00000029796.11 [E9Q912-3];ENSMUST00000098574.9 [E9Q912-1];ENSMUST00000196280.5 [E9Q912-2];
E9Q956	E9Q956;		ENSMUST00000052843.12 [E9Q956-2];ENSMUST00000171802.8 [E9Q956-1];
E9Q9A6	E9Q9A6;		ENSMUST00000098458.4;
E9Q9A9	E9Q9A9;		ENSMUST00000053909.13 [E9Q9A9-1];ENSMUST00000081491.13 [E9Q9A9-2];
E9Q9D5	E9Q9D5;		ENSMUST00000023294.15 [E9Q9D5-2];ENSMUST00000094056.12 [E9Q9D5-3];
E9Q9F6	E9Q9F6;	7EEB;	ENSMUST00000112979.4 [E9Q9F6-1];
E9Q9F7	E9Q9F7;		ENSMUST00000115245.8;
E9Q9H8	E9Q9H8;		ENSMUST00000115149.3;
E9Q9K5	E9Q9K5;		ENSMUST00000095762.5 [E9Q9K5-1];ENSMUST00000217779.2 [E9Q9K5-3];ENSMUST00000219931.2 [E9Q9K5-4];ENSMUST00000219982.2 [E9Q9K5-2];
E9Q9M1	E9Q9M1;		ENSMUST00000172239.3;
E9Q9M8	E9Q9M8;		ENSMUST00000172136.9;
E9Q9R9	E9Q9R9;		ENSMUST00000090398.11;
E9Q9U0	E9Q9U0;		ENSMUST00000076501.2 [E9Q9U0-1];ENSMUST00000106814.3 [E9Q9U0-2];
E9Q9W4	E9Q9W4;		ENSMUST00000025500.7;
E9Q9W7	E9Q9W7;	7DE7;7WEG;	ENSMUST00000145391.9 [E9Q9W7-2];ENSMUST00000169459.4 [E9Q9W7-1];ENSMUST00000237077.2 [E9Q9W7-4];ENSMUST00000237227.2 [E9Q9W7-3];ENSMUST00000237833.2 [E9Q9W7-5];ENSMUST00000237962.2 [E9Q9W7-4];
E9QA28	E9QA28;		ENSMUST00000014830.8;
E9QA62	E9QA62;		ENSMUST00000095655.4;
E9QAG8	E9QAG8;		ENSMUST00000112540.8;ENSMUST00000187241.3;
E9QAM5			ENSMUST00000108831.8;
E9QAQ5	E9QAQ5;		ENSMUST00000114750.2;
E9QAS8	E9QAS8;		ENSMUST00000114655.8;
E9QAT4	E9QAT4;		ENSMUST00000091252.5 [E9QAT4-1];ENSMUST00000114082.9 [E9QAT4-2];
E9QAU8	E9QAU8;		ENSMUST00000026494.14;
E9QK53	E9QK53;		ENSMUST00000122054.8;
E9QL53			ENSMUST00000051704.15;
E9QMP6	E9QMP6;		ENSMUST00000165965.8;
E9QN12	E9QN12;		ENSMUST00000115274.2;
E9QNE9	E9QNE9;		ENSMUST00000112389.9;
E9QNF7			ENSMUST00000114641.8;
E9QNJ9			ENSMUST00000114411.9;ENSMUST00000171509.9;
E9QNN1			ENSMUST00000042141.12;
E9QNX9			ENSMUST00000005671.10;
F2YMG0	F2YMG0;		ENSMUST00000044533.9;
F2Z4A3			ENSMUST00000098796.10;ENSMUST00000191428.7;
F6Q8A4	F6Q8A4;		ENSMUST00000137486.3;
F6QCP8			ENSMUST00000132280.8;
F6SBR5			ENSMUST00000141101.5;
F6SEU4	F6SEU4;	5JXC;	ENSMUST00000194598.6;
F6TK14	F6TK14;		ENSMUST00000164207.10;
F6TQD1	F6TQD1;		ENSMUST00000196652.5 [F6TQD1-2];ENSMUST00000212212.2 [F6TQD1-1];
F6VAN0	F6VAN0;		ENSMUST00000027974.7;
F6VJC5	F6VJC5;		ENSMUST00000165873.8;
F6XRE6			ENSMUST00000132164.2;
F6YIN5	F6YIN5;		ENSMUST00000168644.3;
F6ZDS4	F6ZDS4;		ENSMUST00000124973.9;
F6ZFB8	F6ZFB8;		ENSMUST00000122885.8;
F7B9M9			ENSMUST00000127268.2;
F7BJB9	F7BJB9;	5IX1;5IX2;	ENSMUST00000202261.5;
F7BWT7	F7BWT7;		ENSMUST00000047883.11 [F7BWT7-1];
F7C376			ENSMUST00000112793.10;
F8VPJ6	F8VPJ6;		ENSMUST00000163401.9;
F8VPK5			ENSMUST00000020904.8;
F8VPN2			ENSMUST00000009772.8 [F8VPN2-1];
F8VPN4			ENSMUST00000040603.14;ENSMUST00000162792.8;
F8VPQ2	F8VPQ2;		ENSMUST00000046305.12;
F8VPR5			ENSMUST00000023165.9;
F8VPT7	F8VPT7;		ENSMUST00000041375.11;
F8VPU2	F8VPU2;		ENSMUST00000026635.8;
F8VPZ5	F8VPZ5;		ENSMUST00000066807.8;
F8VQ03	F8VQ03;		ENSMUST00000033958.15;ENSMUST00000171438.8;
F8VQ29	F8VQ29;		ENSMUST00000071812.11;
F8VQ54			ENSMUST00000041987.8;
F8VQB6	F8VQB6;		ENSMUST00000110457.8 [F8VQB6-1];
F8VQL0			ENSMUST00000080469.12;ENSMUST00000115442.8;ENSMUST00000115443.8;
F8VQN3	F8VQN3;		ENSMUST00000091648.4;
G3UW82	G3UW82;		ENSMUST00000018641.8;ENSMUST00000170159.8;
G3UWT3	G3UWT3;		ENSMUST00000173119.8;
G3UXB3	G3UXB3;		
G3UYC5	G3UYC5;		ENSMUST00000173963.9;
G3UYQ4	G3UYQ4;		ENSMUST00000173494.4;
G3UYX7			ENSMUST00000174421.8;
G3UZ46	G3UZ46;		ENSMUST00000172616.2;
G3UZ78	G3UZ78;		ENSMUST00000045328.14 [G3UZ78-2];ENSMUST00000172530.8 [G3UZ78-1];
G3UZY9	G3UZY9;		ENSMUST00000174186.2;
G3X8Y1	G3X8Y1;		ENSMUST00000029139.9;
G3X8Y8	G3X8Y8;		ENSMUST00000029623.11;
G3X912	G3X912;		ENSMUST00000034467.7;
G3X939	G3X939;		ENSMUST00000036208.7;ENSMUST00000221703.2;
G3X943	G3X943;		ENSMUST00000047726.12;
G3X982	G3X982;	3ZYV;	ENSMUST00000040999.14;
G3X9H5			ENSMUST00000080036.3;
G3X9J0	G3X9J0;		ENSMUST00000085809.11;ENSMUST00000183096.8;
G3X9K3	G3X9K3;		ENSMUST00000088615.11;
G3X9X1	G3X9X1;		ENSMUST00000114321.2;ENSMUST00000114323.8;
G3XA57	G3XA57;		ENSMUST00000051996.13 [G3XA57-2];ENSMUST00000170819.2 [G3XA57-1];
G3XA59	G3XA59;		ENSMUST00000165205.2;ENSMUST00000205956.2;
G5E829	G5E829;		ENSMUST00000020107.8;
G5E845	G5E845;		ENSMUST00000024155.9;
G5E870	G5E870;		ENSMUST00000027421.13;ENSMUST00000186465.7;
G5E884			ENSMUST00000033040.12;ENSMUST00000206984.2;
G5E8A8	G5E8A8;	8I7O;8I7R;8IYJ;8TO0;	ENSMUST00000043415.13 [G5E8A8-1];ENSMUST00000115831.2 [G5E8A8-2];
G5E8I7	G5E8I7;		ENSMUST00000079348.4;ENSMUST00000106892.2;
G5E8K5	G5E8K5;		ENSMUST00000054167.15 [G5E8K5-3];ENSMUST00000092433.12 [G5E8K5-4];ENSMUST00000092434.12 [G5E8K5-1];ENSMUST00000181974.8 [G5E8K5-6];ENSMUST00000182029.8 [G5E8K5-5];ENSMUST00000182155.8 [G5E8K5-2];ENSMUST00000182884.8 [G5E8K5-1];
G5E8P1	G5E8P1;		ENSMUST00000109380.8 [G5E8P1-1];ENSMUST00000109381.9 [G5E8P1-2];
G5E8Q8	G5E8Q8;		ENSMUST00000113599.2;ENSMUST00000226087.2;
G5E8Z2	G5E8Z2;		
H3BLD7			ENSMUST00000176756.9;
H6RXZ1	H6RXZ1;		
H7BWY3	H7BWY3;		ENSMUST00000022858.8;
H7BX38	H7BX38;	6EHZ;	ENSMUST00000073043.5;
H7BX60	H7BX60;		ENSMUST00000086876.7;
I7HJS4	I7HJS4;		ENSMUST00000105884.2;
J3KML8	J3KML8;		ENSMUST00000179443.3;
J3QMI4	J3QMI4;		ENSMUST00000178630.2;
J3QMK6	J3QMK6;		ENSMUST00000179433.8;
J3QMY9	J3QMY9;	7QWV;	ENSMUST00000096325.5 [J3QMY9-2];ENSMUST00000225896.2 [J3QMY9-1];
J3QN31	J3QN31;		ENSMUST00000180015.9;
J3QPC3	J3QPC3;		ENSMUST00000108379.8 [J3QPC3-2];ENSMUST00000179391.8 [J3QPC3-1];
J3S6Y1	J3S6Y1;		ENSMUST00000092366.4 [J3S6Y1-1];
J9SQF3		8DDQ;8DDR;8DDS;8DDT;8DDU;8DDV;8DDW;8DDX;8ED7;8ED8;8ED9;	ENSMUST00000037901.14 [J9SQF3-13];ENSMUST00000074770.13 [J9SQF3-10];ENSMUST00000087576.12 [J9SQF3-9];ENSMUST00000235780.2 [J9SQF3-15];ENSMUST00000236312.2 [J9SQF3-7];ENSMUST00000236372.2 [J9SQF3-6];ENSMUST00000237357.2 [J9SQF3-12];ENSMUST00000237820.2 [J9SQF3-8];ENSMUST00000238066.2 [J9SQF3-14];
K7QD41	K7QD41;		
L0CL36	L0CL36;		
L0N7N1	L0N7N1;	4OZQ;6WWE;6WWF;6WWG;6WWH;6WWI;6WWJ;6WWK;6WWL;6WWM;6WWN;6WWO;6WWP;6WWQ;6WWR;6WWS;6WWT;6WWU;6WWV;7LVQ;7LVR;	ENSMUST00000189413.7;
L7N1X6	L7N1X6;		ENSMUST00000056745.12 [L7N1X6-1];ENSMUST00000198397.5 [L7N1X6-2];
M0QWB7	M0QWB7;		ENSMUST00000180436.2;
O08523	O08523;		ENSMUST00000042190.14 [O08523-1];ENSMUST00000160940.2 [O08523-2];
O08528	O08528;		ENSMUST00000000642.11;
O08529	O08529;		ENSMUST00000068505.10;
O08530	O08530;		ENSMUST00000055676.4;
O08532	O08532;		ENSMUST00000039370.14 [O08532-1];ENSMUST00000078272.13 [O08532-2];ENSMUST00000101581.10 [O08532-5];ENSMUST00000180204.8 [O08532-4];ENSMUST00000199704.5 [O08532-3];
O08537	O08537;		ENSMUST00000101291.11 [O08537-2];ENSMUST00000110421.9 [O08537-1];ENSMUST00000133564.9 [O08537-6];
O08538	O08538;		ENSMUST00000022921.7;
O08539	O08539;		ENSMUST00000025239.9 [O08539-1];ENSMUST00000234857.2 [O08539-2];
O08543	O08543;	1SHW;1SHX;	ENSMUST00000076840.12 [O08543-1];ENSMUST00000078839.5 [O08543-2];
O08545	O08545;		ENSMUST00000029673.10;
O08547	O08547;	1IFQ;5VNE;5VNF;5VNG;5VNH;5VNI;5VNJ;5VNK;5VNL;5VNM;5VNN;5VNO;	ENSMUST00000029476.9;
O08550			ENSMUST00000108154.9;
O08553	O08553;	5UQC;	ENSMUST00000022629.9;
O08573	O08573;	2D6K;2D6L;2D6M;2D6N;2D6O;2D6P;	ENSMUST00000108268.10 [O08573-2];
O08574	O08574;		
O08575	O08575;		ENSMUST00000063433.8 [O08575-1];ENSMUST00000088132.13 [O08575-1];
O08579	O08579;		ENSMUST00000002029.13;
O08580	O08580;	8CEF;	ENSMUST00000025906.12;
O08581	O08581;		ENSMUST00000046765.10;
O08583	O08583;	1NO8;	ENSMUST00000026125.3 [O08583-1];
O08586	O08586;		ENSMUST00000013807.8;
O08599	O08599;		ENSMUST00000050000.16 [O08599-1];ENSMUST00000077458.7 [O08599-2];
O08600	O08600;	6LYF;6M3F;6M3T;6M3U;6NJT;6NJU;	ENSMUST00000015481.6;
O08601	O08601;		ENSMUST00000029805.13 [O08601-1];ENSMUST00000098580.6 [O08601-2];
O08602	O08602;		
O08603	O08603;	1JFM;4PP8;	
O08604	O08604;	4G59;	
O08605	O08605;		
O08608	O08608;		ENSMUST00000153700.9 [O08608-1];
O08609	O08609;		
O08638	O08638;		
O08644	O08644;		ENSMUST00000114732.3 [O08644-1];
O08648	O08648;		ENSMUST00000089058.7 [O08648-1];ENSMUST00000233755.2 [O08648-2];
O08650	O08650;		ENSMUST00000034385.12;ENSMUST00000176144.8;
O08665	O08665;	1Q47;4GZ8;4GZA;7M0R;	
O08674	O08674;		ENSMUST00000017151.2;
O08675	O08675;	2PUX;	ENSMUST00000022182.5;
O08677	O08677;		ENSMUST00000039492.14 [O08677-2];
O08686	O08686;		ENSMUST00000116615.5;
O08689	O08689;	3HH2;3SEK;5JI1;	ENSMUST00000027269.7;
O08691	O08691;		ENSMUST00000021550.7;
O08692	O08692;		ENSMUST00000035061.9;
O08696	O08696;		
O08705	O08705;		ENSMUST00000095572.5 [O08705-1];ENSMUST00000218162.2 [O08705-1];
O08707	O08707;		ENSMUST00000050327.5;ENSMUST00000214340.2;
O08709	O08709;		
O08710			ENSMUST00000065916.14;
O08712	O08712;	4E4D;	ENSMUST00000079772.4;
O08715	O08715;		ENSMUST00000018572.11 [O08715-1];ENSMUST00000107903.8 [O08715-1];ENSMUST00000107904.3 [O08715-4];ENSMUST00000143720.8 [O08715-5];
O08734	O08734;	2VOH;5FMJ;5KTG;6MCY;	ENSMUST00000078691.12;
O08736	O08736;		ENSMUST00000027009.11;
O08738	O08738;		ENSMUST00000029626.9;
